record_id,abstract_id,abstract_uri,weak_labels,weak_category,priority_reason,queue_status,created_at_utc
abstract_15015620,15015620,http://example.org/abstract15015620,cyberattack; networksecurity,Network Attacks,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_15017640,15017640,http://example.org/abstract15017640,cyberattack; dataprotection; threatintelligence,Network Attacks,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_15029935,15029935,http://example.org/abstract15029935,cyberattack; cyberawareness; privacy,Network Attacks,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_15036965,15036965,http://example.org/abstract15036965,cyberattack; cyberawareness; cyberdefense; privacy,Network Attacks,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_15037751,15037751,http://example.org/abstract15037751,,Uncategorized,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_15047627,15047627,http://example.org/abstract15047627,cyberawareness; cyberthreat; privacy,Network Attacks,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_15047632,15047632,http://example.org/abstract15047632,networksecurity; privacy,Network Attacks,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_15058009,15058009,http://example.org/abstract15058009,cyberattack; dataprotection,Network Attacks,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_15068667,15068667,http://example.org/abstract15068667,,Uncategorized,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_15078567,15078567,http://example.org/abstract15078567,dataprotection; digitalsecurity,Data Breach,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_15080994,15080994,http://example.org/abstract15080994,digitalsecurity,Data Breach,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_15091518,15091518,http://example.org/abstract15091518,cyberawareness; privacy,Data Breach,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_15095516,15095516,http://example.org/abstract15095516,cyberattack; cyberawareness; dataprotection; digitalsecurity,Network Attacks,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_15105513,15105513,http://example.org/abstract15105513,,Uncategorized,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_15110966,15110966,http://example.org/abstract15110966,cybersecurity; cybertraining; privacy,Data Breach,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_15113639,15113639,http://example.org/abstract15113639,cyberattack,Network Attacks,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_15115493,15115493,http://example.org/abstract15115493,dataprotection; privacy,Data Breach,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_15123134,15123134,http://example.org/abstract15123134,dataprotection; digitalsecurity,Data Breach,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_15132990,15132990,http://example.org/abstract15132990,,Uncategorized,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_15148792,15148792,http://example.org/abstract15148792,cyberattack; networksecurity,Network Attacks,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_15148874,15148874,http://example.org/abstract15148874,cyberattack; cyberworld; privacy,Network Attacks,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_15159311,15159311,http://example.org/abstract15159311,,Uncategorized,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_15161909,15161909,http://example.org/abstract15161909,,Uncategorized,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_15170046,15170046,http://example.org/abstract15170046,dataprotection,Data Breach,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_15174927,15174927,http://example.org/abstract15174927,dataprotection,Data Breach,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_15176417,15176417,http://example.org/abstract15176417,cyberworld,System Vulnerability,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_15177320,15177320,http://example.org/abstract15177320,,Uncategorized,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_15180246,15180246,http://example.org/abstract15180246,cyberattack; cyberdefense; malware,Malware,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_15182433,15182433,http://example.org/abstract15182433,,Uncategorized,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_15183394,15183394,http://example.org/abstract15183394,cyberattack; cyberthreat; dataprotection,Network Attacks,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_15201187,15201187,http://example.org/abstract15201187,cyberawareness; dataprotection,Data Breach,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_15211820,15211820,http://example.org/abstract15211820,dataprotection; privacy,Data Breach,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_15215677,15215677,http://example.org/abstract15215677,dataprotection; privacy,Data Breach,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_15215800,15215800,http://example.org/abstract15215800,privacy,Data Breach,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_15221911,15221911,http://example.org/abstract15221911,cyberthreat; privacy,Network Attacks,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_15225825,15225825,http://example.org/abstract15225825,cyberattack; networksecurity,Network Attacks,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_15235935,15235935,http://example.org/abstract15235935,cyberdefense; digitalsecurity; malware,Malware,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_15236721,15236721,http://example.org/abstract15236721,digitalsecurity; privacy,Data Breach,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_15237173,15237173,http://example.org/abstract15237173,cyberattack; cyberthreat; digitalsecurity; privacy,Network Attacks,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_15238822,15238822,http://example.org/abstract15238822,,Uncategorized,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_15243472,15243472,http://example.org/abstract15243472,,Uncategorized,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_15267122,15267122,http://example.org/abstract15267122,malware,Malware,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_15271280,15271280,http://example.org/abstract15271280,cybertraining; privacy,Data Breach,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_15277396,15277396,http://example.org/abstract15277396,networksecurity,Network Attacks,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_15279537,15279537,http://example.org/abstract15279537,dataprotection; digitalsecurity; networksecurity; privacy,Network Attacks,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_15280748,15280748,http://example.org/abstract15280748,dataprotection; digitalsecurity; privacy,Data Breach,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_15283265,15283265,http://example.org/abstract15283265,dataprotection; digitalsecurity,Data Breach,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_15294630,15294630,http://example.org/abstract15294630,networksecurity; privacy,Network Attacks,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_15295965,15295965,http://example.org/abstract15295965,cyberattack; dataprotection,Network Attacks,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_15296285,15296285,http://example.org/abstract15296285,dataprotection; digitalsecurity,Data Breach,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_15306741,15306741,http://example.org/abstract15306741,,Uncategorized,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_15308521,15308521,http://example.org/abstract15308521,dataprotection,Data Breach,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_15309946,15309946,http://example.org/abstract15309946,dataprotection; networksecurity,Network Attacks,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_15321834,15321834,http://example.org/abstract15321834,cyberattack; cybersecurity; dataprotection; digitalsecurity,Network Attacks,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_15329194,15329194,http://example.org/abstract15329194,cyberattack; networksecurity,Network Attacks,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_15331109,15331109,http://example.org/abstract15331109,cyberawareness,System Vulnerability,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_15332134,15332134,http://example.org/abstract15332134,cyberthreat,Network Attacks,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_15332990,15332990,http://example.org/abstract15332990,cybertraining,System Vulnerability,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_15344314,15344314,http://example.org/abstract15344314,privacy,Data Breach,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_15345412,15345412,http://example.org/abstract15345412,malware,Malware,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_15351447,15351447,http://example.org/abstract15351447,cyberawareness,System Vulnerability,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_15362750,15362750,http://example.org/abstract15362750,cybersecurity; networksecurity,Network Attacks,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_15378690,15378690,http://example.org/abstract15378690,cyberattack; cybersecurity; digitalsecurity; networksecurity,Network Attacks,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_15388531,15388531,http://example.org/abstract15388531,cyberdefense; cybersecurity; cybertraining; privacy,Data Breach,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_15390123,15390123,http://example.org/abstract15390123,,Uncategorized,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_15391141,15391141,http://example.org/abstract15391141,dataprotection; networksecurity; phishing; privacy,Network Attacks,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_15398926,15398926,http://example.org/abstract15398926,cyberattack,Network Attacks,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_15418091,15418091,http://example.org/abstract15418091,,Uncategorized,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_15424866,15424866,http://example.org/abstract15424866,cyberawareness; dataprotection; privacy,Data Breach,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_15431224,15431224,http://example.org/abstract15431224,dataprotection; privacy,Data Breach,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_15431741,15431741,http://example.org/abstract15431741,cyberattack; cyberdefense; cyberthreat,Network Attacks,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_15434109,15434109,http://example.org/abstract15434109,digitalsecurity; networksecurity,Network Attacks,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_15436006,15436006,http://example.org/abstract15436006,cybersecurity; dataprotection; digitalsecurity,Data Breach,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_15441892,15441892,http://example.org/abstract15441892,dataprotection; digitalsecurity,Data Breach,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_15444523,15444523,http://example.org/abstract15444523,,Uncategorized,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_15447473,15447473,http://example.org/abstract15447473,,Uncategorized,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_15451492,15451492,http://example.org/abstract15451492,cybersecurity; networksecurity; privacy,Network Attacks,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_15458114,15458114,http://example.org/abstract15458114,,Uncategorized,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_15461676,15461676,http://example.org/abstract15461676,cybersecurity; networksecurity; privacy,Network Attacks,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_15464036,15464036,http://example.org/abstract15464036,,Uncategorized,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_15473806,15473806,http://example.org/abstract15473806,,Uncategorized,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_15482895,15482895,http://example.org/abstract15482895,dataprotection; digitalsecurity; privacy,Data Breach,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_15487943,15487943,http://example.org/abstract15487943,dataprotection; digitalsecurity; networksecurity,Network Attacks,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_15493968,15493968,http://example.org/abstract15493968,cyberthreat; dataprotection; malware; networksecurity; privacy,Malware,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_15510872,15510872,http://example.org/abstract15510872,cyberthreat,Network Attacks,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_15519368,15519368,http://example.org/abstract15519368,cyberattack; cyberdefense; cybersecurity; privacy,Network Attacks,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_15520106,15520106,http://example.org/abstract15520106,cyberattack; dataprotection; networksecurity,Network Attacks,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_15525743,15525743,http://example.org/abstract15525743,cyberdefense; cyberthreat; digitalsecurity; privacy,Network Attacks,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_15527057,15527057,http://example.org/abstract15527057,dataprotection,Data Breach,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_15542148,15542148,http://example.org/abstract15542148,privacy,Data Breach,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_15544417,15544417,http://example.org/abstract15544417,dataprotection,Data Breach,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_15557021,15557021,http://example.org/abstract15557021,cyberattack; cybertraining; privacy,Network Attacks,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_15566420,15566420,http://example.org/abstract15566420,cyberattack; dataprotection,Network Attacks,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_15566964,15566964,http://example.org/abstract15566964,cyberawareness,System Vulnerability,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_15575085,15575085,http://example.org/abstract15575085,cyberthreat; dataprotection; digitalsecurity,Network Attacks,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_15577241,15577241,http://example.org/abstract15577241,cyberattack; cyberawareness; cyberdefense,Network Attacks,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_15579850,15579850,http://example.org/abstract15579850,cyberworld; dataprotection,Data Breach,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_15581907,15581907,http://example.org/abstract15581907,cyberthreat; digitalsecurity; privacy,Network Attacks,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_15588623,15588623,http://example.org/abstract15588623,,Uncategorized,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_15589906,15589906,http://example.org/abstract15589906,cyberawareness; networksecurity,Network Attacks,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_15591988,15591988,http://example.org/abstract15591988,cyberattack,Network Attacks,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_15601560,15601560,http://example.org/abstract15601560,cyberattack; networksecurity; privacy,Network Attacks,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_15613430,15613430,http://example.org/abstract15613430,dataprotection; digitalsecurity; privacy,Data Breach,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_15614000,15614000,http://example.org/abstract15614000,,Uncategorized,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_15627612,15627612,http://example.org/abstract15627612,cloudsecurity,Data Breach,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_15629389,15629389,http://example.org/abstract15629389,digitalsecurity,Data Breach,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_15629666,15629666,http://example.org/abstract15629666,,Uncategorized,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_15634853,15634853,http://example.org/abstract15634853,,Uncategorized,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_15639558,15639558,http://example.org/abstract15639558,cyberawareness; cyberthreat; digitalsecurity; networksecurity; privacy,Network Attacks,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_15641337,15641337,http://example.org/abstract15641337,cyberdefense,System Vulnerability,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_15642857,15642857,http://example.org/abstract15642857,cyberattack; phishing,Network Attacks,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_15648885,15648885,http://example.org/abstract15648885,networksecurity,Network Attacks,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_15651762,15651762,http://example.org/abstract15651762,cloudsecurity; cyberthreat; privacy,Network Attacks,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_15652523,15652523,http://example.org/abstract15652523,,Uncategorized,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_15657089,15657089,http://example.org/abstract15657089,cyberattack; cyberawareness; dataprotection; privacy,Network Attacks,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_15660721,15660721,http://example.org/abstract15660721,cyberawareness; dataprotection; digitalsecurity,Data Breach,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_15662054,15662054,http://example.org/abstract15662054,cyberattack; cyberthreat; dataprotection,Network Attacks,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_15681877,15681877,http://example.org/abstract15681877,cyberthreat; dataprotection,Network Attacks,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_15688077,15688077,http://example.org/abstract15688077,cyberattack; networksecurity,Network Attacks,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_15689180,15689180,http://example.org/abstract15689180,cyberattack; cybersecurity; dataprotection; digitalsecurity,Network Attacks,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_15694347,15694347,http://example.org/abstract15694347,cyberattack; cyberawareness; dataprotection; digitalsecurity; networksecurity; privacy,Network Attacks,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_15696474,15696474,http://example.org/abstract15696474,,Uncategorized,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_15696527,15696527,http://example.org/abstract15696527,dataprotection; networksecurity,Network Attacks,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_15701132,15701132,http://example.org/abstract15701132,iotsecurity; networksecurity,Network Attacks,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_15702207,15702207,http://example.org/abstract15702207,cyberattack,Network Attacks,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_15703259,15703259,http://example.org/abstract15703259,cyberattack; digitalsecurity,Network Attacks,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_15703777,15703777,http://example.org/abstract15703777,cyberattack; cyberthreat; dataprotection; privacy,Network Attacks,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_15706545,15706545,http://example.org/abstract15706545,cyberattack; dataprotection,Network Attacks,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_15710495,15710495,http://example.org/abstract15710495,dataprotection,Data Breach,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_15712529,15712529,http://example.org/abstract15712529,digitalsecurity; malware; privacy,Malware,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_15713318,15713318,http://example.org/abstract15713318,cyberattack; digitalsecurity; privacy,Network Attacks,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_15717870,15717870,http://example.org/abstract15717870,digitalsecurity; malware,Malware,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_15724587,15724587,http://example.org/abstract15724587,cyberthreat,Network Attacks,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_15726802,15726802,http://example.org/abstract15726802,,Uncategorized,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_15735410,15735410,http://example.org/abstract15735410,cybersecurity; dataprotection; digitalsecurity; networksecurity,Network Attacks,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_15738442,15738442,http://example.org/abstract15738442,dataprotection; digitalsecurity; privacy,Data Breach,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_15739327,15739327,http://example.org/abstract15739327,,Uncategorized,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_15750842,15750842,http://example.org/abstract15750842,dataprotection; privacy,Data Breach,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_15753688,15753688,http://example.org/abstract15753688,,Uncategorized,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_15757131,15757131,http://example.org/abstract15757131,dataprotection; digitalsecurity; privacy,Data Breach,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_15765235,15765235,http://example.org/abstract15765235,cyberawareness,System Vulnerability,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_15766623,15766623,http://example.org/abstract15766623,,Uncategorized,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_15766631,15766631,http://example.org/abstract15766631,networksecurity; privacy,Network Attacks,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_15784770,15784770,http://example.org/abstract15784770,cloudsecurity; cyberawareness; cyberthreat; cyberworld; networksecurity; privacy,Network Attacks,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_15786544,15786544,http://example.org/abstract15786544,cybersecurity; cyberworld; hacking,Network Attacks,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_15793007,15793007,http://example.org/abstract15793007,networksecurity,Network Attacks,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_15798941,15798941,http://example.org/abstract15798941,cybersecurity; networksecurity; privacy,Network Attacks,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_15801366,15801366,http://example.org/abstract15801366,cyberattack; dataprotection; digitalsecurity; networksecurity,Network Attacks,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_15806326,15806326,http://example.org/abstract15806326,cyberattack; cyberawareness; cybersecurity; dataprotection; digitalsecurity; networksecurity; privacy,Network Attacks,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_15820420,15820420,http://example.org/abstract15820420,dataprotection,Data Breach,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_15824786,15824786,http://example.org/abstract15824786,cyberthreat; dataprotection; privacy,Network Attacks,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_15827554,15827554,http://example.org/abstract15827554,cyberawareness; cybersecurity; dataprotection,Data Breach,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_15827767,15827767,http://example.org/abstract15827767,cyberattack; cyberdefense; cybersecurity,Network Attacks,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_15828476,15828476,http://example.org/abstract15828476,privacy,Data Breach,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_15831393,15831393,http://example.org/abstract15831393,dataprotection; privacy,Data Breach,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_15846185,15846185,http://example.org/abstract15846185,,Uncategorized,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_15852511,15852511,http://example.org/abstract15852511,cyberthreat,Network Attacks,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_15854514,15854514,http://example.org/abstract15854514,,Uncategorized,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_15869340,15869340,http://example.org/abstract15869340,,Uncategorized,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_15874134,15874134,http://example.org/abstract15874134,,Uncategorized,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_15886207,15886207,http://example.org/abstract15886207,dataprotection; networksecurity; privacy,Network Attacks,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_15887778,15887778,http://example.org/abstract15887778,cyberattack; cyberdefense; dataprotection; digitalsecurity,Network Attacks,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_15897151,15897151,http://example.org/abstract15897151,cyberattack; dataprotection; digitalsecurity,Network Attacks,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_15898110,15898110,http://example.org/abstract15898110,,Uncategorized,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_15901531,15901531,http://example.org/abstract15901531,digitalsecurity; privacy,Data Breach,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_15910347,15910347,http://example.org/abstract15910347,digitalsecurity,Data Breach,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_15912417,15912417,http://example.org/abstract15912417,cyberawareness; iotsecurity; privacy,Data Breach,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_15915885,15915885,http://example.org/abstract15915885,cyberattack; cyberthreat; dataprotection; digitalsecurity; privacy,Network Attacks,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_15921383,15921383,http://example.org/abstract15921383,dataprotection,Data Breach,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_15926273,15926273,http://example.org/abstract15926273,cyberattack,Network Attacks,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
abstract_15926307,15926307,http://example.org/abstract15926307,cybersecurity; networksecurity,Network Attacks,future_manual_validation_pool,BACKLOG,2026-03-21T20:07:08.886069+00:00
