record_id,source_type,abstract_id,abstract_uri,weak_labels,weak_tactics,derived_category,derived_severity,category_rule,severity_rule,unknown_labels,label_count,tactic_count
abstract_7666714,ontology_abstract,7666714,http://example.org/abstract7666714,cyberattack; digitalsecurity,Digital_Asset_Protection; Threat_Hunting,Network Attacks,High,multi_category_priority_rule,max_severity_rule,,2,2
abstract_7679407,ontology_abstract,7679407,http://example.org/abstract7679407,networksecurity,Network_Segmentation,Network Attacks,Medium,single_category,max_severity_rule,,1,1
abstract_7681374,ontology_abstract,7681374,http://example.org/abstract7681374,cyberattack; cyberawareness; cyberthreat,Security_Awareness_Training; Threat_Hunting; Threat_Intelligence,Network Attacks,High,multi_category_priority_rule,max_severity_rule,,3,3
abstract_7686460,ontology_abstract,7686460,http://example.org/abstract7686460,cyberawareness; cyberthreat; networksecurity,Network_Segmentation; Security_Awareness_Training; Threat_Intelligence,Network Attacks,High,multi_category_priority_rule,max_severity_rule,,3,3
abstract_7709179,ontology_abstract,7709179,http://example.org/abstract7709179,networksecurity,Network_Segmentation,Network Attacks,Medium,single_category,max_severity_rule,,1,1
abstract_7710250,ontology_abstract,7710250,http://example.org/abstract7710250,networksecurity; privacy,Access_Control; Network_Segmentation,Network Attacks,Medium,multi_category_priority_rule,max_severity_rule,,2,2
abstract_7710724,ontology_abstract,7710724,http://example.org/abstract7710724,,,Uncategorized,Unknown,no_label_in_taxonomy,no_label_in_taxonomy,,0,0
abstract_7718764,ontology_abstract,7718764,http://example.org/abstract7718764,,,Uncategorized,Unknown,no_label_in_taxonomy,no_label_in_taxonomy,,0,0
abstract_7725732,ontology_abstract,7725732,http://example.org/abstract7725732,cyberattack; dataprotection,Data_Loss_Prevention; Threat_Hunting,Network Attacks,High,multi_category_priority_rule,max_severity_rule,,2,2
abstract_7729293,ontology_abstract,7729293,http://example.org/abstract7729293,cyberattack; dataprotection; digitalsecurity,Data_Loss_Prevention; Digital_Asset_Protection; Threat_Hunting,Network Attacks,High,multi_category_priority_rule,max_severity_rule,,3,3
abstract_7729851,ontology_abstract,7729851,http://example.org/abstract7729851,cyberattack; digitalsecurity,Digital_Asset_Protection; Threat_Hunting,Network Attacks,High,multi_category_priority_rule,max_severity_rule,,2,2
abstract_7731529,ontology_abstract,7731529,http://example.org/abstract7731529,cybersecurity; cyberthreat,Security_Operations_Center; Threat_Intelligence,Network Attacks,High,multi_category_priority_rule,max_severity_rule,,2,2
abstract_7731556,ontology_abstract,7731556,http://example.org/abstract7731556,,,Uncategorized,Unknown,no_label_in_taxonomy,no_label_in_taxonomy,,0,0
abstract_7732547,ontology_abstract,7732547,http://example.org/abstract7732547,cyberawareness; cybersecurity; cyberthreat; privacy,Access_Control; Security_Awareness_Training; Security_Operations_Center; Threat_Intelligence,Network Attacks,High,multi_category_priority_rule,max_severity_rule,,4,4
abstract_7735556,ontology_abstract,7735556,http://example.org/abstract7735556,hacking; privacy,Access_Control; Intrusion_Detection,Network Attacks,High,multi_category_priority_rule,max_severity_rule,,2,2
abstract_7740818,ontology_abstract,7740818,http://example.org/abstract7740818,cyberthreat; networksecurity; privacy,Access_Control; Network_Segmentation; Threat_Intelligence,Network Attacks,High,multi_category_priority_rule,max_severity_rule,,3,3
abstract_7748242,ontology_abstract,7748242,http://example.org/abstract7748242,hacking; privacy,Access_Control; Intrusion_Detection,Network Attacks,High,multi_category_priority_rule,max_severity_rule,,2,2
abstract_7752854,ontology_abstract,7752854,http://example.org/abstract7752854,cybersecurity; dataprotection,Data_Loss_Prevention; Security_Operations_Center,Data Breach,Medium,multi_category_priority_rule,max_severity_rule,,2,2
abstract_7754498,ontology_abstract,7754498,http://example.org/abstract7754498,cyberattack; privacy,Access_Control; Threat_Hunting,Network Attacks,High,multi_category_priority_rule,max_severity_rule,,2,2
abstract_7763192,ontology_abstract,7763192,http://example.org/abstract7763192,,,Uncategorized,Unknown,no_label_in_taxonomy,no_label_in_taxonomy,,0,0
abstract_7765364,ontology_abstract,7765364,http://example.org/abstract7765364,cyberattack; cyberawareness; cyberthreat; privacy,Access_Control; Security_Awareness_Training; Threat_Hunting; Threat_Intelligence,Network Attacks,High,multi_category_priority_rule,max_severity_rule,,4,4
abstract_7769411,ontology_abstract,7769411,http://example.org/abstract7769411,cyberattack; cyberawareness; iotsecurity,Device_Hardening; Security_Awareness_Training; Threat_Hunting,Network Attacks,High,multi_category_priority_rule,max_severity_rule,,3,3
abstract_7784902,ontology_abstract,7784902,http://example.org/abstract7784902,cyberattack; cyberthreat; dataprotection,Data_Loss_Prevention; Threat_Hunting; Threat_Intelligence,Network Attacks,High,multi_category_priority_rule,max_severity_rule,,3,3
abstract_7796482,ontology_abstract,7796482,http://example.org/abstract7796482,cyberattack; digitalsecurity,Digital_Asset_Protection; Threat_Hunting,Network Attacks,High,multi_category_priority_rule,max_severity_rule,,2,2
abstract_7798933,ontology_abstract,7798933,http://example.org/abstract7798933,malware; privacy,Access_Control; Antivirus_Scanning,Malware,Critical,multi_category_priority_rule,max_severity_rule,,2,2
abstract_7800988,ontology_abstract,7800988,http://example.org/abstract7800988,,,Uncategorized,Unknown,no_label_in_taxonomy,no_label_in_taxonomy,,0,0
abstract_7801239,ontology_abstract,7801239,http://example.org/abstract7801239,cyberattack; cybersecurity; digitalsecurity,Digital_Asset_Protection; Security_Operations_Center; Threat_Hunting,Network Attacks,High,multi_category_priority_rule,max_severity_rule,,3,3
abstract_7805276,ontology_abstract,7805276,http://example.org/abstract7805276,cyberattack; cybersecurity; cyberthreat; dataprotection; digitalsecurity,Data_Loss_Prevention; Digital_Asset_Protection; Security_Operations_Center; Threat_Hunting; Threat_Intelligence,Network Attacks,High,multi_category_priority_rule,max_severity_rule,,5,5
abstract_7822754,ontology_abstract,7822754,http://example.org/abstract7822754,cyberattack; cyberawareness; malware; privacy,Access_Control; Antivirus_Scanning; Security_Awareness_Training; Threat_Hunting,Malware,Critical,multi_category_priority_rule,max_severity_rule,,4,4
abstract_7823785,ontology_abstract,7823785,http://example.org/abstract7823785,cyberawareness; cyberdefense,Defense_in_Depth; Security_Awareness_Training,System Vulnerability,Medium,single_category,max_severity_rule,,2,2
abstract_7826871,ontology_abstract,7826871,http://example.org/abstract7826871,cyberattack; cyberthreat,Threat_Hunting; Threat_Intelligence,Network Attacks,High,single_category,max_severity_rule,,2,2
abstract_7827067,ontology_abstract,7827067,http://example.org/abstract7827067,cyberthreat; dataprotection; privacy,Access_Control; Data_Loss_Prevention; Threat_Intelligence,Network Attacks,High,multi_category_priority_rule,max_severity_rule,,3,3
abstract_7827251,ontology_abstract,7827251,http://example.org/abstract7827251,cyberattack; digitalsecurity; privacy,Access_Control; Digital_Asset_Protection; Threat_Hunting,Network Attacks,High,multi_category_priority_rule,max_severity_rule,,3,3
abstract_7828388,ontology_abstract,7828388,http://example.org/abstract7828388,cybersecurity,Security_Operations_Center,System Vulnerability,Medium,single_category,max_severity_rule,,1,1
abstract_7829349,ontology_abstract,7829349,http://example.org/abstract7829349,,,Uncategorized,Unknown,no_label_in_taxonomy,no_label_in_taxonomy,,0,0
abstract_7850088,ontology_abstract,7850088,http://example.org/abstract7850088,dataprotection; digitalsecurity,Data_Loss_Prevention; Digital_Asset_Protection,Data Breach,Medium,single_category,max_severity_rule,,2,2
abstract_7858483,ontology_abstract,7858483,http://example.org/abstract7858483,cyberawareness; cyberthreat; privacy,Access_Control; Security_Awareness_Training; Threat_Intelligence,Network Attacks,High,multi_category_priority_rule,max_severity_rule,,3,3
abstract_7875736,ontology_abstract,7875736,http://example.org/abstract7875736,cyberawareness,Security_Awareness_Training,System Vulnerability,Low,single_category,max_severity_rule,,1,1
abstract_7887578,ontology_abstract,7887578,http://example.org/abstract7887578,cyberattack; dataprotection,Data_Loss_Prevention; Threat_Hunting,Network Attacks,High,multi_category_priority_rule,max_severity_rule,,2,2
abstract_7895014,ontology_abstract,7895014,http://example.org/abstract7895014,cyberattack,Threat_Hunting,Network Attacks,High,single_category,max_severity_rule,,1,1
abstract_7897882,ontology_abstract,7897882,http://example.org/abstract7897882,dataprotection; networksecurity,Data_Loss_Prevention; Network_Segmentation,Network Attacks,Medium,multi_category_priority_rule,max_severity_rule,,2,2
abstract_7909997,ontology_abstract,7909997,http://example.org/abstract7909997,,,Uncategorized,Unknown,no_label_in_taxonomy,no_label_in_taxonomy,,0,0
abstract_7911941,ontology_abstract,7911941,http://example.org/abstract7911941,privacy,Access_Control,Data Breach,Medium,single_category,max_severity_rule,,1,1
abstract_7924557,ontology_abstract,7924557,http://example.org/abstract7924557,dataprotection,Data_Loss_Prevention,Data Breach,Medium,single_category,max_severity_rule,,1,1
abstract_7929463,ontology_abstract,7929463,http://example.org/abstract7929463,cyberthreat; dataprotection; digitalsecurity; privacy,Access_Control; Data_Loss_Prevention; Digital_Asset_Protection; Threat_Intelligence,Network Attacks,High,multi_category_priority_rule,max_severity_rule,,4,4
abstract_7931436,ontology_abstract,7931436,http://example.org/abstract7931436,,,Uncategorized,Unknown,no_label_in_taxonomy,no_label_in_taxonomy,,0,0
abstract_7934149,ontology_abstract,7934149,http://example.org/abstract7934149,digitalsecurity,Digital_Asset_Protection,Data Breach,Medium,single_category,max_severity_rule,,1,1
abstract_7937336,ontology_abstract,7937336,http://example.org/abstract7937336,,,Uncategorized,Unknown,no_label_in_taxonomy,no_label_in_taxonomy,,0,0
abstract_7937615,ontology_abstract,7937615,http://example.org/abstract7937615,digitalsecurity,Digital_Asset_Protection,Data Breach,Medium,single_category,max_severity_rule,,1,1
abstract_7956778,ontology_abstract,7956778,http://example.org/abstract7956778,,,Uncategorized,Unknown,no_label_in_taxonomy,no_label_in_taxonomy,,0,0
abstract_7962569,ontology_abstract,7962569,http://example.org/abstract7962569,privacy,Access_Control,Data Breach,Medium,single_category,max_severity_rule,,1,1
abstract_7964717,ontology_abstract,7964717,http://example.org/abstract7964717,cybersecurity; privacy,Access_Control; Security_Operations_Center,Data Breach,Medium,multi_category_priority_rule,max_severity_rule,,2,2
abstract_7966369,ontology_abstract,7966369,http://example.org/abstract7966369,cyberawareness,Security_Awareness_Training,System Vulnerability,Low,single_category,max_severity_rule,,1,1
abstract_7968956,ontology_abstract,7968956,http://example.org/abstract7968956,dataprotection; digitalsecurity,Data_Loss_Prevention; Digital_Asset_Protection,Data Breach,Medium,single_category,max_severity_rule,,2,2
abstract_7978625,ontology_abstract,7978625,http://example.org/abstract7978625,,,Uncategorized,Unknown,no_label_in_taxonomy,no_label_in_taxonomy,,0,0
abstract_7979554,ontology_abstract,7979554,http://example.org/abstract7979554,digitalsecurity,Digital_Asset_Protection,Data Breach,Medium,single_category,max_severity_rule,,1,1
abstract_7988718,ontology_abstract,7988718,http://example.org/abstract7988718,,,Uncategorized,Unknown,no_label_in_taxonomy,no_label_in_taxonomy,,0,0
abstract_7998693,ontology_abstract,7998693,http://example.org/abstract7998693,cyberthreat; networksecurity; privacy,Access_Control; Network_Segmentation; Threat_Intelligence,Network Attacks,High,multi_category_priority_rule,max_severity_rule,,3,3
abstract_8003197,ontology_abstract,8003197,http://example.org/abstract8003197,cybersecurity; dataprotection; privacy,Access_Control; Data_Loss_Prevention; Security_Operations_Center,Data Breach,Medium,multi_category_priority_rule,max_severity_rule,,3,3
abstract_8005561,ontology_abstract,8005561,http://example.org/abstract8005561,cyberattack; dataprotection,Data_Loss_Prevention; Threat_Hunting,Network Attacks,High,multi_category_priority_rule,max_severity_rule,,2,2
abstract_8006194,ontology_abstract,8006194,http://example.org/abstract8006194,dataprotection,Data_Loss_Prevention,Data Breach,Medium,single_category,max_severity_rule,,1,1
abstract_8008166,ontology_abstract,8008166,http://example.org/abstract8008166,cyberattack; cyberawareness; cyberdefense; cybersecurity; dataprotection; privacy,Access_Control; Data_Loss_Prevention; Defense_in_Depth; Security_Awareness_Training; Security_Operations_Center; Threat_Hunting,Network Attacks,High,multi_category_priority_rule,max_severity_rule,,6,6
abstract_8028475,ontology_abstract,8028475,http://example.org/abstract8028475,dataprotection; networksecurity; privacy,Access_Control; Data_Loss_Prevention; Network_Segmentation,Network Attacks,Medium,multi_category_priority_rule,max_severity_rule,,3,3
abstract_8038068,ontology_abstract,8038068,http://example.org/abstract8038068,cyberattack; cybersecurity; privacy,Access_Control; Security_Operations_Center; Threat_Hunting,Network Attacks,High,multi_category_priority_rule,max_severity_rule,,3,3
abstract_8054603,ontology_abstract,8054603,http://example.org/abstract8054603,cyberattack,Threat_Hunting,Network Attacks,High,single_category,max_severity_rule,,1,1
abstract_8056098,ontology_abstract,8056098,http://example.org/abstract8056098,cyberattack; dataprotection; privacy,Access_Control; Data_Loss_Prevention; Threat_Hunting,Network Attacks,High,multi_category_priority_rule,max_severity_rule,,3,3
abstract_8056216,ontology_abstract,8056216,http://example.org/abstract8056216,dataprotection; networksecurity; privacy,Access_Control; Data_Loss_Prevention; Network_Segmentation,Network Attacks,Medium,multi_category_priority_rule,max_severity_rule,,3,3
abstract_8071413,ontology_abstract,8071413,http://example.org/abstract8071413,dataprotection,Data_Loss_Prevention,Data Breach,Medium,single_category,max_severity_rule,,1,1
abstract_8078473,ontology_abstract,8078473,http://example.org/abstract8078473,digitalsecurity,Digital_Asset_Protection,Data Breach,Medium,single_category,max_severity_rule,,1,1
abstract_8090605,ontology_abstract,8090605,http://example.org/abstract8090605,cyberattack; cyberthreat,Threat_Hunting; Threat_Intelligence,Network Attacks,High,single_category,max_severity_rule,,2,2
abstract_8098682,ontology_abstract,8098682,http://example.org/abstract8098682,dataprotection; digitalsecurity,Data_Loss_Prevention; Digital_Asset_Protection,Data Breach,Medium,single_category,max_severity_rule,,2,2
abstract_8100348,ontology_abstract,8100348,http://example.org/abstract8100348,cyberattack; dataprotection,Data_Loss_Prevention; Threat_Hunting,Network Attacks,High,multi_category_priority_rule,max_severity_rule,,2,2
abstract_8100604,ontology_abstract,8100604,http://example.org/abstract8100604,privacy,Access_Control,Data Breach,Medium,single_category,max_severity_rule,,1,1
abstract_8103561,ontology_abstract,8103561,http://example.org/abstract8103561,cyberattack; privacy,Access_Control; Threat_Hunting,Network Attacks,High,multi_category_priority_rule,max_severity_rule,,2,2
abstract_8110070,ontology_abstract,8110070,http://example.org/abstract8110070,,,Uncategorized,Unknown,no_label_in_taxonomy,no_label_in_taxonomy,,0,0
abstract_8121035,ontology_abstract,8121035,http://example.org/abstract8121035,,,Uncategorized,Unknown,no_label_in_taxonomy,no_label_in_taxonomy,,0,0
abstract_8155131,ontology_abstract,8155131,http://example.org/abstract8155131,,,Uncategorized,Unknown,no_label_in_taxonomy,no_label_in_taxonomy,,0,0
abstract_8159287,ontology_abstract,8159287,http://example.org/abstract8159287,,,Uncategorized,Unknown,no_label_in_taxonomy,no_label_in_taxonomy,,0,0
abstract_8163019,ontology_abstract,8163019,http://example.org/abstract8163019,cyberawareness; iotsecurity,Device_Hardening; Security_Awareness_Training,System Vulnerability,Low,single_category,max_severity_rule,,2,2
abstract_8168432,ontology_abstract,8168432,http://example.org/abstract8168432,privacy,Access_Control,Data Breach,Medium,single_category,max_severity_rule,,1,1
abstract_8170180,ontology_abstract,8170180,http://example.org/abstract8170180,cyberattack; cybersecurity; dataprotection; privacy,Access_Control; Data_Loss_Prevention; Security_Operations_Center; Threat_Hunting,Network Attacks,High,multi_category_priority_rule,max_severity_rule,,4,4
abstract_8178704,ontology_abstract,8178704,http://example.org/abstract8178704,,,Uncategorized,Unknown,no_label_in_taxonomy,no_label_in_taxonomy,,0,0
abstract_8188165,ontology_abstract,8188165,http://example.org/abstract8188165,cyberthreat; privacy,Access_Control; Threat_Intelligence,Network Attacks,High,multi_category_priority_rule,max_severity_rule,,2,2
abstract_8195901,ontology_abstract,8195901,http://example.org/abstract8195901,privacy,Access_Control,Data Breach,Medium,single_category,max_severity_rule,,1,1
abstract_8204830,ontology_abstract,8204830,http://example.org/abstract8204830,privacy,Access_Control,Data Breach,Medium,single_category,max_severity_rule,,1,1
abstract_8214107,ontology_abstract,8214107,http://example.org/abstract8214107,dataprotection,Data_Loss_Prevention,Data Breach,Medium,single_category,max_severity_rule,,1,1
abstract_8216813,ontology_abstract,8216813,http://example.org/abstract8216813,,,Uncategorized,Unknown,no_label_in_taxonomy,no_label_in_taxonomy,,0,0
abstract_8216819,ontology_abstract,8216819,http://example.org/abstract8216819,networksecurity; privacy,Access_Control; Network_Segmentation,Network Attacks,Medium,multi_category_priority_rule,max_severity_rule,,2,2
abstract_8224067,ontology_abstract,8224067,http://example.org/abstract8224067,cyberthreat; privacy,Access_Control; Threat_Intelligence,Network Attacks,High,multi_category_priority_rule,max_severity_rule,,2,2
abstract_8228980,ontology_abstract,8228980,http://example.org/abstract8228980,cyberdefense; cyberthreat,Defense_in_Depth; Threat_Intelligence,Network Attacks,High,multi_category_priority_rule,max_severity_rule,,2,2
abstract_8230892,ontology_abstract,8230892,http://example.org/abstract8230892,cyberattack; cyberthreat,Threat_Hunting; Threat_Intelligence,Network Attacks,High,single_category,max_severity_rule,,2,2
abstract_8240898,ontology_abstract,8240898,http://example.org/abstract8240898,cyberattack,Threat_Hunting,Network Attacks,High,single_category,max_severity_rule,,1,1
abstract_8241449,ontology_abstract,8241449,http://example.org/abstract8241449,cyberattack; cyberthreat,Threat_Hunting; Threat_Intelligence,Network Attacks,High,single_category,max_severity_rule,,2,2
abstract_8249550,ontology_abstract,8249550,http://example.org/abstract8249550,cyberattack; digitalsecurity; networksecurity; privacy,Access_Control; Digital_Asset_Protection; Network_Segmentation; Threat_Hunting,Network Attacks,High,multi_category_priority_rule,max_severity_rule,,4,4
abstract_8275372,ontology_abstract,8275372,http://example.org/abstract8275372,,,Uncategorized,Unknown,no_label_in_taxonomy,no_label_in_taxonomy,,0,0
abstract_8281436,ontology_abstract,8281436,http://example.org/abstract8281436,,,Uncategorized,Unknown,no_label_in_taxonomy,no_label_in_taxonomy,,0,0
abstract_8290545,ontology_abstract,8290545,http://example.org/abstract8290545,cyberattack; cyberawareness; digitalsecurity,Digital_Asset_Protection; Security_Awareness_Training; Threat_Hunting,Network Attacks,High,multi_category_priority_rule,max_severity_rule,,3,3
abstract_8291065,ontology_abstract,8291065,http://example.org/abstract8291065,cyberattack; privacy,Access_Control; Threat_Hunting,Network Attacks,High,multi_category_priority_rule,max_severity_rule,,2,2
abstract_8310104,ontology_abstract,8310104,http://example.org/abstract8310104,malware; networksecurity,Antivirus_Scanning; Network_Segmentation,Malware,Critical,multi_category_priority_rule,max_severity_rule,,2,2
abstract_8323703,ontology_abstract,8323703,http://example.org/abstract8323703,cyberattack; privacy,Access_Control; Threat_Hunting,Network Attacks,High,multi_category_priority_rule,max_severity_rule,,2,2
abstract_8329450,ontology_abstract,8329450,http://example.org/abstract8329450,,,Uncategorized,Unknown,no_label_in_taxonomy,no_label_in_taxonomy,,0,0
abstract_8335911,ontology_abstract,8335911,http://example.org/abstract8335911,,,Uncategorized,Unknown,no_label_in_taxonomy,no_label_in_taxonomy,,0,0
abstract_8339029,ontology_abstract,8339029,http://example.org/abstract8339029,,,Uncategorized,Unknown,no_label_in_taxonomy,no_label_in_taxonomy,,0,0
abstract_8341463,ontology_abstract,8341463,http://example.org/abstract8341463,cyberdefense,Defense_in_Depth,System Vulnerability,Medium,single_category,max_severity_rule,,1,1
abstract_8346739,ontology_abstract,8346739,http://example.org/abstract8346739,cyberattack,Threat_Hunting,Network Attacks,High,single_category,max_severity_rule,,1,1
abstract_8348265,ontology_abstract,8348265,http://example.org/abstract8348265,cyberattack; dataprotection; digitalsecurity,Data_Loss_Prevention; Digital_Asset_Protection; Threat_Hunting,Network Attacks,High,multi_category_priority_rule,max_severity_rule,,3,3
abstract_8351156,ontology_abstract,8351156,http://example.org/abstract8351156,cyberthreat; dataprotection; privacy,Access_Control; Data_Loss_Prevention; Threat_Intelligence,Network Attacks,High,multi_category_priority_rule,max_severity_rule,,3,3
abstract_8351581,ontology_abstract,8351581,http://example.org/abstract8351581,cyberthreat; dataprotection; networksecurity; privacy,Access_Control; Data_Loss_Prevention; Network_Segmentation; Threat_Intelligence,Network Attacks,High,multi_category_priority_rule,max_severity_rule,,4,4
abstract_8355623,ontology_abstract,8355623,http://example.org/abstract8355623,cyberattack; networksecurity,Network_Segmentation; Threat_Hunting,Network Attacks,High,single_category,max_severity_rule,,2,2
abstract_8356928,ontology_abstract,8356928,http://example.org/abstract8356928,cyberattack; dataprotection; digitalsecurity; privacy,Access_Control; Data_Loss_Prevention; Digital_Asset_Protection; Threat_Hunting,Network Attacks,High,multi_category_priority_rule,max_severity_rule,,4,4
abstract_8358788,ontology_abstract,8358788,http://example.org/abstract8358788,,,Uncategorized,Unknown,no_label_in_taxonomy,no_label_in_taxonomy,,0,0
abstract_8380166,ontology_abstract,8380166,http://example.org/abstract8380166,cyberattack; cybertraining,Security_Awareness_Training; Threat_Hunting,Network Attacks,High,multi_category_priority_rule,max_severity_rule,,2,2
abstract_8388389,ontology_abstract,8388389,http://example.org/abstract8388389,cybersecurity; dataprotection; digitalsecurity,Data_Loss_Prevention; Digital_Asset_Protection; Security_Operations_Center,Data Breach,Medium,multi_category_priority_rule,max_severity_rule,,3,3
abstract_8392490,ontology_abstract,8392490,http://example.org/abstract8392490,cyberattack; dataprotection; digitalsecurity; networksecurity; privacy,Access_Control; Data_Loss_Prevention; Digital_Asset_Protection; Network_Segmentation; Threat_Hunting,Network Attacks,High,multi_category_priority_rule,max_severity_rule,,5,5
abstract_8394662,ontology_abstract,8394662,http://example.org/abstract8394662,,,Uncategorized,Unknown,no_label_in_taxonomy,no_label_in_taxonomy,,0,0
abstract_8439362,ontology_abstract,8439362,http://example.org/abstract8439362,cyberattack; cybersecurity; cyberworld,Digital_Risk_Management; Security_Operations_Center; Threat_Hunting,Network Attacks,High,multi_category_priority_rule,max_severity_rule,,3,3
abstract_8440617,ontology_abstract,8440617,http://example.org/abstract8440617,dataprotection; digitalsecurity,Data_Loss_Prevention; Digital_Asset_Protection,Data Breach,Medium,single_category,max_severity_rule,,2,2
abstract_8447628,ontology_abstract,8447628,http://example.org/abstract8447628,cyberattack; cyberawareness,Security_Awareness_Training; Threat_Hunting,Network Attacks,High,multi_category_priority_rule,max_severity_rule,,2,2
abstract_8448052,ontology_abstract,8448052,http://example.org/abstract8448052,cyberattack; cybertraining; dataprotection; digitalsecurity; privacy,Access_Control; Data_Loss_Prevention; Digital_Asset_Protection; Security_Awareness_Training; Threat_Hunting,Network Attacks,High,multi_category_priority_rule,max_severity_rule,,5,5
abstract_8450516,ontology_abstract,8450516,http://example.org/abstract8450516,,,Uncategorized,Unknown,no_label_in_taxonomy,no_label_in_taxonomy,,0,0
abstract_8461186,ontology_abstract,8461186,http://example.org/abstract8461186,,,Uncategorized,Unknown,no_label_in_taxonomy,no_label_in_taxonomy,,0,0
abstract_8469698,ontology_abstract,8469698,http://example.org/abstract8469698,cybersecurity,Security_Operations_Center,System Vulnerability,Medium,single_category,max_severity_rule,,1,1
abstract_8471009,ontology_abstract,8471009,http://example.org/abstract8471009,cybersecurity; dataprotection,Data_Loss_Prevention; Security_Operations_Center,Data Breach,Medium,multi_category_priority_rule,max_severity_rule,,2,2
abstract_8472450,ontology_abstract,8472450,http://example.org/abstract8472450,,,Uncategorized,Unknown,no_label_in_taxonomy,no_label_in_taxonomy,,0,0
abstract_8474568,ontology_abstract,8474568,http://example.org/abstract8474568,dataprotection; digitalsecurity,Data_Loss_Prevention; Digital_Asset_Protection,Data Breach,Medium,single_category,max_severity_rule,,2,2
abstract_8476647,ontology_abstract,8476647,http://example.org/abstract8476647,,,Uncategorized,Unknown,no_label_in_taxonomy,no_label_in_taxonomy,,0,0
abstract_8490297,ontology_abstract,8490297,http://example.org/abstract8490297,cyberattack; dataprotection; digitalsecurity; privacy,Access_Control; Data_Loss_Prevention; Digital_Asset_Protection; Threat_Hunting,Network Attacks,High,multi_category_priority_rule,max_severity_rule,,4,4
abstract_8493719,ontology_abstract,8493719,http://example.org/abstract8493719,,,Uncategorized,Unknown,no_label_in_taxonomy,no_label_in_taxonomy,,0,0
abstract_8496778,ontology_abstract,8496778,http://example.org/abstract8496778,cybertraining; dataprotection,Data_Loss_Prevention; Security_Awareness_Training,Data Breach,Medium,multi_category_priority_rule,max_severity_rule,,2,2
abstract_8498534,ontology_abstract,8498534,http://example.org/abstract8498534,malware,Antivirus_Scanning,Malware,Critical,single_category,max_severity_rule,,1,1
abstract_8512409,ontology_abstract,8512409,http://example.org/abstract8512409,,,Uncategorized,Unknown,no_label_in_taxonomy,no_label_in_taxonomy,,0,0
abstract_8512524,ontology_abstract,8512524,http://example.org/abstract8512524,cyberthreat; dataprotection,Data_Loss_Prevention; Threat_Intelligence,Network Attacks,High,multi_category_priority_rule,max_severity_rule,,2,2
abstract_8520893,ontology_abstract,8520893,http://example.org/abstract8520893,networksecurity,Network_Segmentation,Network Attacks,Medium,single_category,max_severity_rule,,1,1
abstract_8522894,ontology_abstract,8522894,http://example.org/abstract8522894,cyberattack; digitalsecurity,Digital_Asset_Protection; Threat_Hunting,Network Attacks,High,multi_category_priority_rule,max_severity_rule,,2,2
abstract_8536896,ontology_abstract,8536896,http://example.org/abstract8536896,,,Uncategorized,Unknown,no_label_in_taxonomy,no_label_in_taxonomy,,0,0
abstract_8546743,ontology_abstract,8546743,http://example.org/abstract8546743,,,Uncategorized,Unknown,no_label_in_taxonomy,no_label_in_taxonomy,,0,0
abstract_8550982,ontology_abstract,8550982,http://example.org/abstract8550982,dataprotection; digitalsecurity; networksecurity,Data_Loss_Prevention; Digital_Asset_Protection; Network_Segmentation,Network Attacks,Medium,multi_category_priority_rule,max_severity_rule,,3,3
abstract_8551039,ontology_abstract,8551039,http://example.org/abstract8551039,cyberthreat; privacy,Access_Control; Threat_Intelligence,Network Attacks,High,multi_category_priority_rule,max_severity_rule,,2,2
abstract_8558718,ontology_abstract,8558718,http://example.org/abstract8558718,digitalsecurity; privacy,Access_Control; Digital_Asset_Protection,Data Breach,Medium,single_category,max_severity_rule,,2,2
abstract_8563360,ontology_abstract,8563360,http://example.org/abstract8563360,cyberattack; cyberthreat; cyberworld; dataprotection,Data_Loss_Prevention; Digital_Risk_Management; Threat_Hunting; Threat_Intelligence,Network Attacks,High,multi_category_priority_rule,max_severity_rule,,4,4
abstract_8565127,ontology_abstract,8565127,http://example.org/abstract8565127,dataprotection; networksecurity,Data_Loss_Prevention; Network_Segmentation,Network Attacks,Medium,multi_category_priority_rule,max_severity_rule,,2,2
abstract_8592429,ontology_abstract,8592429,http://example.org/abstract8592429,,,Uncategorized,Unknown,no_label_in_taxonomy,no_label_in_taxonomy,,0,0
abstract_8599768,ontology_abstract,8599768,http://example.org/abstract8599768,,,Uncategorized,Unknown,no_label_in_taxonomy,no_label_in_taxonomy,,0,0
abstract_8613632,ontology_abstract,8613632,http://example.org/abstract8613632,dataprotection,Data_Loss_Prevention,Data Breach,Medium,single_category,max_severity_rule,,1,1
abstract_8625398,ontology_abstract,8625398,http://example.org/abstract8625398,cyberattack; dataprotection; digitalsecurity,Data_Loss_Prevention; Digital_Asset_Protection; Threat_Hunting,Network Attacks,High,multi_category_priority_rule,max_severity_rule,,3,3
abstract_8634756,ontology_abstract,8634756,http://example.org/abstract8634756,networksecurity,Network_Segmentation,Network Attacks,Medium,single_category,max_severity_rule,,1,1
abstract_8643716,ontology_abstract,8643716,http://example.org/abstract8643716,cyberattack; cyberthreat; malware; networksecurity,Antivirus_Scanning; Network_Segmentation; Threat_Hunting; Threat_Intelligence,Malware,Critical,multi_category_priority_rule,max_severity_rule,,4,4
abstract_8648959,ontology_abstract,8648959,http://example.org/abstract8648959,cybersecurity,Security_Operations_Center,System Vulnerability,Medium,single_category,max_severity_rule,,1,1
